"phi","dens","study","distribution"
0.424424424424424,7.2845124172584e-292,"study_0","Gaussian"
0.425425425425425,1.66324766401757e-293,"study_0","Gaussian"
0.426426426426426,3.75772022148872e-295,"study_0","Gaussian"
0.427427427427427,8.40045959079115e-297,"study_0","Gaussian"
0.428428428428428,1.85820120644498e-298,"study_0","Gaussian"
0.429429429429429,4.06718112916536e-300,"study_0","Gaussian"
0.43043043043043,8.80856930069494e-302,"study_0","Gaussian"
0.431431431431431,1.88767977429046e-303,"study_0","Gaussian"
0.432432432432432,4.00278584325047e-305,"study_0","Gaussian"
0.433433433433433,8.39861113073914e-307,"study_0","Gaussian"
0.434434434434434,1.74366751548412e-308,"study_0","Gaussian"
0.435435435435435,3.58204440857429e-310,"study_0","Gaussian"
0.436436436436436,7.2813069620296e-312,"study_0","Gaussian"
0.437437437437437,1.46453177944582e-313,"study_0","Gaussian"
0.438438438438438,2.91473679941829e-315,"study_0","Gaussian"
0.439439439439439,5.73998649232448e-317,"study_0","Gaussian"
0.44044044044044,1.11849545299416e-318,"study_0","Gaussian"
0.441441441441441,2.16598379136802e-320,"study_0","Gaussian"
0.442442442442442,4.05133829589822e-322,"study_0","Gaussian"
0.443443443443443,0,"study_0","Gaussian"
0.444444444444444,0,"study_0","Gaussian"
0.445445445445445,0,"study_0","Gaussian"
0.446446446446446,0,"study_0","Gaussian"
0.447447447447447,0,"study_0","Gaussian"
0.448448448448448,0,"study_0","Gaussian"
0.449449449449449,0,"study_0","Gaussian"
0.45045045045045,0,"study_0","Gaussian"
0.451451451451451,0,"study_0","Gaussian"
0.452452452452452,0,"study_0","Gaussian"
0.453453453453453,0,"study_0","Gaussian"
0.454454454454454,0,"study_0","Gaussian"
0.455455455455455,0,"study_0","Gaussian"
0.456456456456456,0,"study_0","Gaussian"
0.457457457457457,0,"study_0","Gaussian"
0.458458458458458,0,"study_0","Gaussian"
0.459459459459459,0,"study_0","Gaussian"
0.46046046046046,0,"study_0","Gaussian"
